"Gene"	"ICLE D2 Score Average"	"NST D2 Score Average"	"D2 Effect Size"	"D2 P-value"	"D2 FDR"	"SIMEM Effect Size"	"SIMEM P-value"	"SIMEM FDR"	"Significance"	"Group"	"Group & Significance"	"Consensus Dependency"	"Present in DGI"	"DGI Score"	"Drug"
"EHMT2"	-0.0711987623562111	-0.07391909853744	0.0027203361812289	0.962140622675821	0.99658644545958	0.0637723349036367	0.141792608100403	0.7683663394418	"NS"	""	"4"	"N"	"Y"	0.068821533	"HISTIDINE"
"COPS8"	-0.976915776614778	-0.7479642333982	-0.228951543216578	0.0588224166042572	0.809321900953788	-0.286712783645864	0.139084130203095	0.766159026885413	"NS"	""	"4"	"N"	"N"	NA	NA
"RNPS1"	-1.27760206562411	-0.9697790796011	-0.307822986023011	0.0514874172409509	0.789841360087508	-0.12357961654523	0.18716415686426	0.791607957327647	"NS"	""	"4"	"N"	"N"	NA	NA
"FASTK"	0.0372977711073222	-0.089032511015987	0.126330282123309	0.251447818455883	0.88595559459422	-0.0403440556115391	0.744549749847643	0.966007592635166	"NS"	""	"4"	"N"	"N"	NA	NA
"SUB1"	-0.0290460639446333	0.04017927835055	-0.0692253422951833	0.475355751094452	0.932094966870362	-0.089259974246973	0.461149217821827	0.913612695843074	"NS"	""	"4"	"N"	"N"	NA	NA
"SMPDL3A"	0.22392798507173	0.125325089864473	0.098602895207257	0.239762624573003	0.879876094735999	0.12159065668761	0.276269066113296	0.84767494919009	"NS"	""	"4"	"N"	"N"	NA	NA
"SPIN1"	-0.1224327591657	-0.1022354577615	-0.0201973014042	0.839876347458053	0.985645688266929	-0.0358460906496754	0.844055063707677	0.981620650265879	"NS"	""	"4"	"N"	"N"	NA	NA
"RALBP1"	-0.0889645933893	-0.18497346565331	0.09600887226401	0.22035268329516	0.87028323296438	0.0604520069443385	0.454835730346928	0.913420383324079	"NS"	""	"4"	"N"	"Y"	0.543594967	"DICUMAROL"
"SRSF8"	-0.0371488174411222	0.045528260740505	-0.0826770781816272	0.283395794521332	0.891393237112007	-0.092693961871077	0.283757094940134	0.849833657645353	"NS"	""	"4"	"N"	"N"	NA	NA
"APOBEC2"	0.0669162836144111	0.01613495269493	0.0507813309194811	0.58333028818551	0.955411612799801	0.0526600383149072	0.636452048536871	0.940780661659791	"NS"	""	"4"	"N"	"N"	NA	NA
"MORF4L1"	0.0709834041505333	-0.00795292698208001	0.0789363311326133	0.361430488121778	0.914112334611165	-0.107255642736622	0.519562714254659	0.925972024315926	"NS"	""	"4"	"N"	"N"	NA	NA
"PRDX3"	-0.130916509637311	-0.04876188170067	-0.0821546279366411	0.283412462330465	0.891393237112007	0.0418741452826977	0.701334966973865	0.957521804411859	"NS"	""	"4"	"N"	"N"	NA	NA
"GPR75"	-0.0378429704087644	-0.031387586234502	-0.00645538417426245	0.914339750286404	0.991981540811606	0.0390788074116341	0.522030417232111	0.92774731855826	"NS"	""	"4"	"N"	"N"	NA	NA
"EHD1"	0.243348458711222	0.05382669208725	0.189521766623972	0.0243761645028939	0.764943749632032	0.156421025447294	0.165174373415591	0.786363102005116	"NS"	""	"4"	"N"	"N"	NA	NA
"AFG3L2"	-1.421639998457	-1.3167689029343	-0.1048710955227	0.382076137332282	0.919277609434429	-0.113305529708797	0.657738191586303	0.944300155873608	"NS"	""	"4"	"N"	"N"	NA	NA
"POP1"	0.0812706036057967	-0.00219250219833	0.0834631058041267	0.1132653988759	0.829161654196083	0.0306129903746799	0.554163173587062	0.929561934857979	"NS"	""	"4"	"N"	"N"	NA	NA
"MSL3"	-0.198518009083856	-0.1686004497316	-0.0299175593522555	0.790808408795528	0.982463530633502	-0.263024054123198	0.0271941045556554	0.589128856667438	"NS"	""	"4"	"N"	"N"	NA	NA
"C11orf58"	0.137784418119822	0.149146772243331	-0.0113623541235087	0.836063341046815	0.985645688266929	0.0606515695643922	0.181105149104439	0.789587181756493	"NS"	""	"4"	"N"	"N"	NA	NA
"KDELR1"	-0.114628440506064	0.01942390299566	-0.134052343501724	0.0361649511777705	0.777096367709328	0.0128318461121061	0.916289733724704	0.990892576005058	"NS"	""	"4"	"N"	"N"	NA	NA
"SF3A3"	-0.648713791861444	-0.6570925446499	0.00837875278845568	0.906234217831007	0.99143711365444	-0.000480152556551178	0.996076980220308	0.999840118555752	"NS"	""	"4"	"N"	"N"	NA	NA
"AP3M2"	-0.0452513495740333	-0.016466892806529	-0.0287844567675043	0.642542369991198	0.963990377796	0.124094773577611	0.12715558021421	0.755547275738327	"NS"	""	"4"	"N"	"N"	NA	NA
"STARD3"	-0.117061497116102	-0.09049325397796	-0.0265682431381422	0.774131394012618	0.979097413130079	0.0311704104609938	0.739334631586989	0.964568664310964	"NS"	""	"4"	"N"	"N"	NA	NA
"HNRNPA0"	-0.147609404261333	-0.175155291087917	0.027545886826584	0.726079700342642	0.973104026692492	-0.0174215925159202	0.876303086469799	0.984761329449858	"NS"	""	"4"	"N"	"N"	NA	NA
"BTG3"	0.0496391962753222	0.020712233559563	0.0289269627157592	0.572501136440988	0.953559394430968	-0.0030943193624212	0.931096298358981	0.993411686281113	"NS"	""	"4"	"N"	"N"	NA	NA
"CBX1"	0.0117237132242556	0.0918246842933	-0.0801009710690445	0.274743691917153	0.890333861656335	0.00991750209263677	0.886124622656559	0.985915500617817	"NS"	""	"4"	"N"	"Y"	0.313723691	"OXOLINIC ACID"
"PDIA5"	-0.126353792616778	-0.08767890330643	-0.0386748893103478	0.666071869361277	0.966781082096049	-0.0342642488407462	0.648681708488528	0.944118972633342	"NS"	""	"4"	"N"	"N"	NA	NA
"SERINC3"	0.0184304788627444	-0.07028775814758	0.0887182370103245	0.269658388235844	0.890238953692107	0.0760203157257883	0.48269258200238	0.918236240143181	"NS"	""	"4"	"N"	"N"	NA	NA
"OS9"	-0.132439068978022	-0.132789929064465	0.000350860086442778	0.994033462836475	0.999060870619288	-0.0268393869078531	0.331401692972738	0.871178261582175	"NS"	""	"4"	"N"	"N"	NA	NA
"PNRC1"	0.133568486355733	0.06070242702815	0.0728660593275833	0.534314599190749	0.947422634331019	0.141158129871918	0.118317631065985	0.745112742882413	"NS"	""	"4"	"N"	"N"	NA	NA
"TMED2"	-0.4418257661442	-0.168128713818797	-0.273697052325403	0.043584975822086	0.787269611530444	-0.298929008442235	0.0200356275864894	0.563654487360177	"BOTH"	"ILC"	"ILC - BOTH"	"Y"	"N"	NA	NA
"LMAN2"	-0.0603025516658445	0.05913043584592	-0.119432987511764	0.245376981737232	0.881475139769864	-0.0977114225263459	0.332180279405727	0.871178261582175	"NS"	""	"4"	"N"	"N"	NA	NA
"ERP29"	-0.10833720109277	-0.074005936645785	-0.034331264446985	0.594789972172203	0.957133823712915	-0.110417284552678	0.0870014730569046	0.700818477173102	"NS"	""	"4"	"N"	"N"	NA	NA
"MLLT11"	-0.145540716063489	-0.085117894205277	-0.0604228218582119	0.329473848532106	0.903584081776096	-0.0175094029151072	0.88238323995025	0.985424550430558	"NS"	""	"4"	"N"	"N"	NA	NA
"ACOT2"	0.135098850683506	0.061076567429186	0.07402228325432	0.346516944177372	0.909891173180529	0.0362084725157441	0.572173584267237	0.930359157327798	"NS"	""	"4"	"N"	"N"	NA	NA
"EBNA1BP2"	-0.784431484451555	-0.7857877970518	0.0013563126002446	0.989876635230455	0.998916530787919	0.0328508301708247	0.743676634444408	0.965573399349058	"NS"	""	"4"	"N"	"N"	NA	NA
"CKAP4"	0.0493152591916667	0.00704066922606	0.0422745899656067	0.687143481273618	0.968493863088899	0.212203767102952	0.019130009753339	0.557990185478581	"NS"	""	"4"	"N"	"N"	NA	NA
"YWHAQ"	0.127689657306056	0.12028331056212	0.00740634674393555	0.928675047420923	0.992040377519976	0.0854690696237474	0.43477476917388	0.905920586677614	"NS"	""	"4"	"N"	"N"	NA	NA
"TMED10"	-0.137586654286051	-0.113675731187587	-0.0239109230984641	0.751321798517996	0.975468054687778	-0.0873432411524201	0.264588688359913	0.844029527223372	"NS"	""	"4"	"N"	"N"	NA	NA
"ASCC3"	0.00256176794537779	-0.05969098759801	0.0622527555433878	0.487083821766883	0.935375261169945	0.0479779423882003	0.746900983647849	0.966539933561276	"NS"	""	"4"	"N"	"N"	NA	NA
"UQCR11"	-0.172634393203678	-0.12708380220769	-0.0455505909959878	0.722398892203288	0.972919252219454	-0.0425066981267226	0.665906286877402	0.947291615659574	"NS"	""	"4"	"N"	"N"	NA	NA
"CLP1"	-0.562167802085444	-0.31157121882241	-0.250596583263034	0.0891059395196245	0.829161654196083	-0.231963948649331	0.0927919716384169	0.709038644662179	"NS"	""	"4"	"N"	"N"	NA	NA
"FERMT2"	-0.278649887874456	-0.05601222931412	-0.222637658560336	0.0510450461284163	0.789754319358613	-0.00472222153191692	0.959642889578851	0.996855298161805	"NS"	""	"4"	"N"	"N"	NA	NA
"COPS6"	-1.03001613974178	-1.0158831987627	-0.0141329409790778	0.904311943922443	0.99143711365444	0.0325587331098388	0.824018595326525	0.980086817845515	"NS"	""	"4"	"N"	"N"	NA	NA
"RAB32"	-0.129039459800867	-0.04578498965535	-0.0832544701455167	0.283767106649665	0.891393237112007	0.0598106484275596	0.469218555123466	0.915927553269104	"NS"	""	"4"	"N"	"N"	NA	NA
"CCNI"	-0.117924667581585	-0.07688245378134	-0.041042213800245	0.581681045807416	0.955411612799801	-0.0146552386909736	0.88329594912636	0.98560649040603	"NS"	""	"4"	"N"	"N"	NA	NA
"COPS5"	-0.941047186958111	-0.752983230146	-0.188063956812111	0.157286972778147	0.854372789857185	0.031848026096828	0.787336582143503	0.974400983127629	"NS"	""	"4"	"N"	"N"	NA	NA
"IMMT"	-0.817983852516666	-0.9215838012164	0.103599948699734	0.503851906024482	0.9403254540221	0.0507863493608983	0.655502389548745	0.944300155873608	"NS"	""	"4"	"N"	"N"	NA	NA
"LILRB5"	0.0142800182268889	-0.01823097005216	0.0325109882790489	0.802482067714873	0.983744866496622	-0.0821006450545566	0.562272106187279	0.929841247504881	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC38A3"	-0.110225287579294	-0.07021844801018	-0.0400068395691144	0.729814093327581	0.97415311571768	0.0304195783650239	0.816399115144465	0.979643476111129	"NS"	""	"4"	"N"	"N"	NA	NA
"SF3B2"	-1.424599734956	-1.368754254455	-0.055845480501	0.703550564876427	0.970256415715078	-0.0996654621984889	0.546076228726298	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"SDS"	-0.112825524098	-0.12984934756112	0.01702382346312	0.821572889579231	0.985645688266929	-0.021842066294331	0.769900175199586	0.970836875717688	"NS"	""	"4"	"N"	"Y"	1.404286998	"CONIVAPTAN HYDROCHLORIDE"
"ILVBL"	0.0127955528934111	0.079819682504493	-0.0670241296110819	0.406235299002175	0.924181841506229	-0.015687030159686	0.862116809887282	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC27A5"	0.0396415784822556	0.075616866549449	-0.0359752880671934	0.600400399484891	0.957753294410769	-0.0643550777646892	0.385344994140962	0.890328665065269	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC27A3"	0.111620427329956	0.24282971205322	-0.131209284723264	0.247102814417283	0.882269219568608	-0.0342376522277831	0.564232732994965	0.929841247504881	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC27A2"	0.114431690984944	0.16260636651627	-0.0481746755313255	0.441174155616963	0.927131168289747	-0.0575594134837647	0.209833255950328	0.809535965310633	"NS"	""	"4"	"N"	"N"	NA	NA
"KIF2C"	0.04102879615568	0.02540377605006	0.01562502010562	0.806455580380694	0.983986770537459	0.106309579073071	0.162758508137622	0.786169453835488	"NS"	""	"4"	"N"	"N"	NA	NA
"SPINK5"	0.0355969283938133	0.061765858629756	-0.0261689302359427	0.74273067426105	0.974885856674524	0.0216728210951029	0.761278470511327	0.96786051015293	"NS"	""	"4"	"N"	"Y"	4.718404312	"l-arginine"
"LILRB4"	-0.357964862015967	-0.04053910390366	-0.317425758112307	0.0528097652489334	0.794945946070855	-0.206871050286944	0.13437256860977	0.76379449069862	"NS"	""	"4"	"N"	"N"	NA	NA
"IL24"	-0.181356091496556	0.00722360790258001	-0.188579699399136	0.133225832248265	0.83429778168216	-0.152299112161742	0.0856900682806884	0.698982817264306	"NS"	""	"4"	"N"	"N"	NA	NA
"GLIPR1"	-0.234203145013033	-0.02401839681523	-0.210184748197803	0.0726939413908625	0.80980673788148	-0.172469394938638	0.25174413346447	0.835973367810124	"NS"	""	"4"	"N"	"N"	NA	NA
"TLK2"	-0.0913725533756444	-0.22188160722437	0.130509053848726	0.173251465955886	0.859888499797547	0.156820122759061	0.37466967741024	0.884998641754011	"NS"	""	"4"	"N"	"N"	NA	NA
"KLK11"	0.0021354705073	0.04349230762282	-0.04135683711552	0.485064034122148	0.935375261169945	-0.0744416935926433	0.371250689163827	0.884998641754011	"NS"	""	"4"	"N"	"N"	NA	NA
"TMSB15A"	0.0944860741936678	0.15053541148881	-0.0560493372951422	0.696157098347111	0.969266115826587	0.193682121582969	0.00577689607633369	0.450231106901562	"NS"	""	"4"	"N"	"N"	NA	NA
"KDELR2"	-0.180961733908889	-0.17909562019789	-0.0018661137109989	0.988558023681218	0.998916530787919	-0.126889160238594	0.191311067876579	0.795374549766301	"NS"	""	"4"	"N"	"N"	NA	NA
"KDELR3"	0.0957947057068444	-0.09565387128883	0.191448576995674	0.00819694974932054	0.732270289782147	0.0312122564622495	0.770186781359361	0.970836875717688	"NS"	""	"4"	"N"	"N"	NA	NA
"ATF7"	-0.0903174189389089	-0.01567417040647	-0.0746432485324389	0.21518859052842	0.87028323296438	-0.120560772670852	0.0709080826125801	0.674352894977609	"NS"	""	"4"	"N"	"N"	NA	NA
"SNRNP27"	-0.649999981624778	-0.6628484156552	0.0128484340304222	0.904111685071472	0.99143711365444	0.128913334365957	0.580165727919584	0.931229882339326	"NS"	""	"4"	"N"	"N"	NA	NA
"TMED1"	-0.0706079845749	0.03023550543686	-0.10084349001176	0.303885290720743	0.892440102553975	0.00763965738682951	0.925016282276766	0.992099158143059	"NS"	""	"4"	"N"	"N"	NA	NA
"LIAS"	-0.268385835560667	-0.2472696507645	-0.0211161847961667	0.821486232017328	0.985645688266929	0.0589029304285747	0.72832548332401	0.963109658772368	"NS"	""	"4"	"N"	"N"	NA	NA
"RCBTB2"	0.0809182449895	0.084765500643833	-0.003847255654333	0.935482955362669	0.992040377519976	0.015670060959057	0.745434271546292	0.966062031943131	"NS"	""	"4"	"N"	"N"	NA	NA
"RAB35"	-0.187832113025	-0.137409168106009	-0.050422944918991	0.677160998922264	0.96710933080808	-0.0539071337748853	0.547717466793342	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"VAX1"	-0.1338021856322	-0.1065111130712	-0.027291072561	0.73979274781765	0.974885856674524	-0.0926232023222951	0.480330541997722	0.918069681813132	"NS"	""	"4"	"N"	"N"	NA	NA
"LILRA1"	0.227742354887017	0.149010681287592	0.0787316735994246	0.275985221252667	0.890333861656335	-0.0504927479462005	0.339503486402871	0.876272359333152	"NS"	""	"4"	"N"	"N"	NA	NA
"LILRA3"	-0.118435560091256	-0.00772546282827	-0.110710097262986	0.175565171511257	0.862509327078278	0.00205099847238083	0.983243313226757	0.999144264750926	"NS"	""	"4"	"N"	"N"	NA	NA
"LILRA2"	-0.306543587747967	-0.145957783222675	-0.160585804525292	0.0493009050920761	0.787269611530444	-0.125324755525089	0.293557594143305	0.853386114714411	"NS"	""	"4"	"N"	"N"	NA	NA
"CHAT"	-0.0773225060711367	-0.013505590832495	-0.0638169152386417	0.380295626205046	0.918148081222865	0.00727508046111526	0.906505015703278	0.989554437742368	"NS"	""	"4"	"N"	"Y"	1.63833483	"LAROTRECTINIB"
"RAB31"	0.182289482033822	0.148923148974832	0.0333663330589902	0.60222375956534	0.957753294410769	0.12023419036967	0.0823133255448153	0.692570056227754	"NS"	""	"4"	"N"	"N"	NA	NA
"DSTN"	-0.0189020235995444	-0.000958968232664004	-0.0179430553668804	0.874826921837707	0.988132350433782	-0.113985800233737	0.412535890668749	0.89915701683385	"NS"	""	"4"	"N"	"N"	NA	NA
"RIPK3"	-0.0682678868077667	-0.03562926599498	-0.0326386208127867	0.783981408738254	0.981197140032845	-0.0295640470881444	0.842151413135217	0.981362988133405	"NS"	""	"4"	"N"	"N"	NA	NA
"GTF2A1L"	-0.182920918338256	-0.19020621480515	0.00728529646689446	0.939686014790867	0.992099558171965	-0.142985384142948	0.129975409457814	0.756235300443013	"NS"	""	"4"	"N"	"N"	NA	NA
"RCC1"	-0.651905640316889	-0.57772075873747	-0.0741848815794189	0.614251031885692	0.959332233501398	-0.196510494911807	0.0166412337973965	0.550159370538849	"NS"	""	"4"	"N"	"N"	NA	NA
"PIM2"	-0.272062402980144	-0.16081656349305	-0.111245839487094	0.359412892773478	0.913619959499	0.132463103806681	0.129679595332251	0.756235300443013	"NS"	""	"4"	"N"	"N"	NA	NA
"MID2"	0.0804592541260444	0.14136937164169	-0.0609101175156456	0.421411046066457	0.925861881077451	0.0380550274526109	0.563756391547379	0.929841247504881	"NS"	""	"4"	"N"	"N"	NA	NA
"PAPD7"	-0.268134913376077	-0.3127708891723	0.0446359757962234	0.630661841124062	0.962184549025739	0.0486655452296402	0.596203455689168	0.933392439854018	"NS"	""	"4"	"N"	"N"	NA	NA
"UPK1A"	0.0251366308990222	0.00743901449317	0.0176976164058522	0.764485911858702	0.978392530323928	-0.0769560345814832	0.383136540305768	0.890064619088196	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC35D2"	0.165328743674122	0.08436988749685	0.0809588561772722	0.202093960393178	0.87028323296438	0.0255282423779283	0.579342554843357	0.930713909133236	"NS"	""	"4"	"N"	"N"	NA	NA
"ADRM1"	-0.0842051484509078	-0.10119295095534	0.0169878025044322	0.771082487424701	0.979027805521663	-0.0526869476140353	0.583395344656606	0.93234336238882	"NS"	""	"4"	"N"	"Y"	0.599797158	"CARFILZOMIB"
"CHD1"	-0.0166354711792556	-0.009038398341067	-0.00759707283818856	0.900490564942723	0.991313926687012	-0.00542768871419969	0.94596169837068	0.996342051503294	"NS"	""	"4"	"N"	"Y"	3.805164767	"ULIPRISTAL"
"OGFR"	-0.0391218618404222	0.03062291817582	-0.0697447800162422	0.409556296143638	0.924181841506229	-0.0541469147636382	0.513371704773275	0.924897897665159	"NS"	""	"4"	"N"	"N"	NA	NA
"ZPBP"	0.00605317014983334	-0.13398203671077	0.140035206860603	0.0468892195059449	0.787269611530444	0.0763023727300487	0.112736194534079	0.736409820615069	"NS"	""	"4"	"N"	"N"	NA	NA
"DDX52"	-0.108838142672798	-0.112411373443483	0.00357323077068532	0.975698300785645	0.99730934359848	-0.095718552101421	0.278787558846664	0.847844611401596	"NS"	""	"4"	"N"	"N"	NA	NA
"ABHD2"	-0.114946930827578	-0.05579579319268	-0.0591511376348978	0.377679219605059	0.917176920314485	-0.0238350765261826	0.588878629789885	0.93306857459428	"NS"	""	"4"	"N"	"N"	NA	NA
"WWP1"	0.0239424577326	-0.0660537125190726	0.0899961702516726	0.155891008349422	0.852820966515132	0.0207167714940598	0.631979061369225	0.940780661659791	"NS"	""	"4"	"N"	"N"	NA	NA
"CHD2"	-0.0942231052756278	-0.28373596162801	0.189512856352382	0.0373999117318246	0.777096367709328	0.142841776548622	0.337131311620221	0.873824427268319	"NS"	""	"4"	"N"	"N"	NA	NA
"SOX30"	-0.110043327478267	0.06379209916633	-0.173835426644597	0.0801653322500444	0.80980673788148	-0.100041534849731	0.29829361719122	0.854845354017413	"NS"	""	"4"	"N"	"N"	NA	NA
"UBE2C"	0.0184660612665778	0.06400674544685	-0.0455406841802722	0.367062654356991	0.916588220482269	-0.113544836761606	0.00197111984888479	0.316481389648162	"NS"	""	"4"	"N"	"N"	NA	NA
"SNRNP35"	-0.0434566324959778	-0.0574009537388	0.0139443212428222	0.781312106192288	0.980500569446609	-0.143630172773299	0.261108660058645	0.843168623584044	"NS"	""	"4"	"N"	"N"	NA	NA
"C10orf10"	-0.0921964410222	-0.07146629670969	-0.02073014431251	0.81427668651674	0.984701641791085	0.0453505050516783	0.514447386952126	0.924981144668855	"NS"	""	"4"	"N"	"N"	NA	NA
"CYB561D2"	-0.0128249186808556	0.01524988165853	-0.0280748003393855	0.662810878510437	0.965693378471491	-0.146019092482272	0.11843261659789	0.745339756227332	"NS"	""	"4"	"N"	"N"	NA	NA
"RAPGEF4"	0.178853067335756	0.11135703991111	0.0674960274246455	0.316789385441226	0.898369739858339	0.065527417828976	0.25457606020332	0.837329681229769	"NS"	""	"4"	"N"	"Y"	0.163833483	"doxorubicin"
"CHD3"	-0.0997054272118678	-0.173966427888309	0.0742610006764412	0.401383376553762	0.924181841506229	-0.0908021085143845	0.165631692184511	0.786745841002168	"NS"	""	"4"	"N"	"N"	NA	NA
"DUSP14"	-0.136751672117344	-0.011742755779551	-0.125008916337793	0.0559297930776531	0.807430600014643	0.0613695355249668	0.128014921889825	0.756235300443013	"NS"	""	"4"	"N"	"N"	NA	NA
"TOPBP1"	-0.774918781456333	-0.4780286832938	-0.296890098162533	0.0491473604896615	0.787269611530444	-0.15051382275569	0.320550846737355	0.866219798548808	"NS"	""	"4"	"N"	"N"	NA	NA
"TRIM31"	0.0131743491268156	0.050159691151219	-0.0369853420244034	0.505904618537033	0.942088975562257	-0.0152655059229852	0.751210848783594	0.966927302575601	"NS"	""	"4"	"N"	"N"	NA	NA
"STMN2"	0.0265620772204778	0.02471706083347	0.00184501638700778	0.989184132984686	0.998916530787919	-0.0064097423903551	0.921638239806865	0.991599163703441	"NS"	""	"4"	"N"	"N"	NA	NA
"HSF2BP"	0.187269644388256	0.2406661482506	-0.0533965038623445	0.421181693960204	0.925861881077451	-0.0582691108413714	0.396729811291336	0.894164747193662	"NS"	""	"4"	"N"	"N"	NA	NA
"TRIOBP"	-0.295245639356578	-0.11133648686831	-0.183909152488268	0.125604528514268	0.832515964681668	-0.193310666116133	0.135813781357222	0.76379449069862	"NS"	""	"4"	"N"	"N"	NA	NA
"RER1"	-0.104775992490411	-0.3223999100994	0.217623917608989	0.111725852054436	0.829161654196083	0.0700296044878591	0.538460919955536	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"CHD4"	-0.862558204999333	-0.9851758329553	0.122617627955966	0.56506004394527	0.953184600821155	0.331793630509368	0.21824744741145	0.81646182980473	"NS"	""	"4"	"N"	"Y"	1.282175085	"paroxetine"
"DNAJB4"	-0.0950313336942	0.04753312392378	-0.14256445761798	0.0485348779838462	0.787269611530444	0.00023901472746378	0.993635995232962	0.999840118555752	"NS"	""	"4"	"N"	"N"	NA	NA
"KERA"	0.0759626959410989	-0.06510249060153	0.141065186542629	0.140302878421855	0.838099014374909	0.0340430124043001	0.663209968447342	0.946158143847878	"NS"	""	"4"	"N"	"N"	NA	NA
"ESM1"	-0.109897468690633	-0.18370459045888	0.0738071217682467	0.454888850708064	0.929061398998437	0.0794864699887041	0.271568211124322	0.846341151993891	"NS"	""	"4"	"N"	"N"	NA	NA
"DIDO1"	-0.0224434888156889	-0.027467600914632	0.00502411209894312	0.95075406744734	0.994600750128198	0.0103508800645293	0.865310165354295	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"ADAM30"	-0.169378377560478	-0.1677263250591	-0.00165205250137779	0.985934864962827	0.998916530787919	0.0173620360108554	0.862849316073856	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"ADAM29"	0.160297811451611	0.15662772133645	0.00367009011516151	0.946475720017838	0.994062324382887	0.0204355479975011	0.674794881299601	0.949775863146771	"NS"	""	"4"	"N"	"N"	NA	NA
"AKR1C4"	-0.134944663731883	-0.02861528054653	-0.106329383185353	0.300509152580976	0.891627595008893	0.0169835943812802	0.606699662837156	0.93498060214591	"NS"	""	"4"	"N"	"Y"	1.70956678	"INSULIN PORK"
"WDR5"	-0.681406718859444	-0.46066110629482	-0.220745612564624	0.0548442450832278	0.8041225340442	-0.139239726729359	0.183154744341211	0.790075256998843	"NS"	""	"4"	"N"	"N"	NA	NA
"ADAMTS13"	-0.116238797191322	-0.042596332430925	-0.0736424647603972	0.216559276513604	0.87028323296438	-0.0738499539772941	0.499875829168716	0.92100387459361	"NS"	""	"4"	"N"	"N"	NA	NA
"CACFD1"	-0.2892954061166	-0.141309889641057	-0.147985516475543	0.175514937240615	0.862509327078278	0.00825870807813825	0.950412709466234	0.996342051503294	"NS"	""	"4"	"N"	"N"	NA	NA
"ADAMTS8"	0.00235521994879444	0.01348270071997	-0.0111274807711756	0.859413729183178	0.986285313259535	-0.0503029578062049	0.239963750338396	0.830464196918736	"NS"	""	"4"	"N"	"N"	NA	NA
"ADAMTS5"	0.13439429923969	0.10469598024298	0.02969831899671	0.597686131611469	0.957578616841783	-0.063087799635788	0.139767995488054	0.766871941226325	"NS"	""	"4"	"N"	"N"	NA	NA
"PRSS23"	-0.0305280348342642	-0.03845381649244	0.00792578165817583	0.92255112756614	0.991981540811606	-0.0359290078959201	0.582941513674068	0.93234336238882	"NS"	""	"4"	"N"	"N"	NA	NA
"PTPN21"	-0.00527094397848555	0.05400094999536	-0.0592718939738456	0.386598333722571	0.920763772353724	-0.0493725113565185	0.175499666761138	0.789574903999118	"NS"	""	"4"	"N"	"N"	NA	NA
"ADCY5"	-0.1278846866967	0.06151838267133	-0.18940306936803	0.0731921606346789	0.80980673788148	-0.0292570950984198	0.853281299656082	0.983215714199554	"NS"	""	"4"	"N"	"N"	NA	NA
"HNRNPUL1"	-0.0753932163161878	-0.06382900399784	-0.0115642123183478	0.81396586685722	0.984701641791085	0.00918227266745387	0.891572040375783	0.987629226667349	"NS"	""	"4"	"N"	"N"	NA	NA
"RPP14"	-0.132353373388689	-0.11866336246714	-0.0136900109215489	0.831864392789265	0.985645688266929	-0.148298989911606	0.00539647065939991	0.441611182294226	"NS"	""	"4"	"N"	"N"	NA	NA
"KRR1"	-0.613948028858222	-0.6566768684971	0.0427288396388777	0.672393243801275	0.96697367418726	0.0434841357292554	0.358924742413163	0.881735460516862	"NS"	""	"4"	"N"	"N"	NA	NA
"KATNA1"	-0.0713782841926555	0.030481081818454	-0.10185936601111	0.0861081520438413	0.825092881336783	-0.0464618440464863	0.679221924126822	0.949775863146771	"NS"	""	"4"	"N"	"N"	NA	NA
"PRDM7"	0.0157382068882144	-0.056322132633862	0.0720603395220764	0.237729579830168	0.879876094735999	0.000310997440834041	0.993573819357527	0.999840118555752	"NS"	""	"4"	"N"	"N"	NA	NA
"PRDM5"	0.00166806884984445	0.05183720178922	-0.0501691329393755	0.432072195395203	0.925861881077451	-0.0215127998088686	0.736159882192711	0.96396435813838	"NS"	""	"4"	"N"	"N"	NA	NA
"PRDM4"	-0.0273014905540111	-0.030049626959336	0.00274813640532488	0.966329426763479	0.996979395908538	0.0372109504573163	0.462959968415938	0.913612695843074	"NS"	""	"4"	"N"	"N"	NA	NA
"CHEK1"	-0.368704223845511	-0.34246329568007	-0.0262409281654411	0.871783886043745	0.987355311233912	-0.129809624626707	0.114767949303575	0.740186354596819	"NS"	""	"4"	"N"	"Y"	0.336068683	"azathioprine"
"HIBADH"	0.0200247949811222	0.112721721963206	-0.092696926982084	0.256983229884735	0.88595559459422	-0.0583959082572187	0.260087894509061	0.842213201027797	"NS"	""	"4"	"N"	"N"	NA	NA
"CIT"	-0.507839130552644	-0.511138962787	0.00329983223435548	0.984946799285239	0.998916530787919	0.0574416619799458	0.739140649032591	0.964568664310964	"NS"	""	"4"	"N"	"N"	NA	NA
"EMILIN1"	0.0472936675716234	-0.006664925411245	0.0539585929828684	0.51317110732685	0.94534777874058	0.12522288717514	0.0846146630069229	0.696978898587547	"NS"	""	"4"	"N"	"N"	NA	NA
